㫱	nǎn
㫲	bèi
㫳	chén
㫵	fēi
㫶	zhǒu
㫷	jī
㫸	jiē
㫹	shù
㫻	kùn
㫼	dié
㫽	lù
㬂	yú
㬃	tái
㬄	chàn
㬅	màn
㬆	mǐn
㬇	huàn
㬈	wēn
㬉	nuǎn
㬊	huǎn
㬋	hóu
㬌	jìng
㬍	bó
㬎	xiǎn
㬏	lì
㬐	jìn
㬐	zī
㬒	mǎng
㬓	piào
㬔	háo
㬕	yáng
㬗	xiàn
㬘	sù
㬙	wěi
㬚	chè
㬛	xī
㬜	jìn
㬝	céng
㬝	sōng
㬞	hè
㬟	fēn
㬠	shà
㬠	shài
㬡	líng
㬣	duì
㬤	qī
㬥	bó
㬥	pù
㬦	yuè
㬧	bó
㬩	huì
㬪	dié
㬫	yàn
㬬	jù
㬭	jiào
㬮	nàn
㬯	liè
㬰	yú
㬱	tì
㬲	tiān
㬳	wǔ
㬴	hǒng
㬵	xiáo
㬶	hào
㬸	tiāo
㬹	zhēng
㬻	huāng
㬻	huǎng
㬻	hāng
㬼	fù
㬿	tūn
㭁	réng
㭂	jiǎo
㭄	xìn
㭇	yuàn
㭈	jué
㭉	huá
㭋	bàng
㭌	móu
㭎	gāng
㭏	wěi
㭑	mèi
㭒	sì
㭓	biàn
㭔	lú
㭕	qū
㭘	gé
㭘	hé
㭙	zhé
㭚	lǚ
㭛	bà
㭛	pài
㭜	róng
㭝	qiú
㭝	òu
㭞	liè
㭟	gǒng
㭠	xiǎn
㭡	xì
㭡	xìn
㭢	xīn
㭤	niǎo
㭨	xié
㭩	liè
㭪	fū
㭫	cuán
㭫	cuó
㭬	zhuó
㭭	biē
㭭	bèi
㭭	bā
㭮	zuò
㭮	zǎn
㭯	dié
㭯	zhé
㭰	zuī
㭰	zuǐ
㭱	hé
㭲	jí
㭴	jiān
㭸	tú
㭹	xián
㭺	yàn
㭺	yǎn
㭺	ān
㭻	táng
㭼	tà
㭽	dǐ
㭾	jué
㭿	áng
㮀	hán
㮁	xiáo
㮂	jú
㮃	ruí
㮃	wēi
㮄	bǎng
㮅	zhuī
㮆	niè
㮇	tiàn
㮈	nài
㮋	yǒu
㮌	mián
㮏	nà
㮏	nài
㮏	nì
㮐	shěng
㮐	sì
㮑	chā
㮑	qì
㮒	yān
㮒	yīn
㮓	gèn
㮔	chòng
㮔	tóng
㮕	ruǎn
㮖	jiá
㮗	qín
㮘	máo
㮙	è
㮚	lì
㮛	chí
㮛	yí
㮜	zāng
㮝	hé
㮞	jié
㮟	kā
㮟	niǎn
㮡	guàn
㮢	hóu
㮣	gài
㮥	bèn
㮥	fàn
㮦	suǒ
㮦	sè
㮧	wēn
㮧	wū
㮨	jì
㮩	xī
㮪	qióng
㮫	hé
㮫	qià
㮫	xiá
㮬	wēng
㮭	xián
㮮	jié
㮯	huá
㮯	hún
㮰	pí
㮱	shēn
㮲	chōu
㮳	zhèn
㮵	zhān
㮶	shuò
㮷	jī
㮸	sòng
㮹	zhǐ
㮺	běn
㮾	lǎng
㮿	bì
㯀	xuàn
㯁	péi
㯂	dài
㯃	qī
㯄	zhī
㯅	bī
㯅	pí
㯆	chǎn
㯆	shàn
㯇	bì
㯈	sù
㯉	huò
㯊	hén
㯋	jiǒng
㯋	yǐng
㯌	chuán
㯍	jiǎng
㯎	nèn
㯏	gǔ
㯐	fǎng
㯓	dá
㯓	tà
㯔	cuì
㯕	xī
㯖	dé
㯗	xián
㯘	kuǎn
㯙	zhé
㯚	tā
㯛	hú
㯜	cuì
㯝	lù
㯞	juàn
㯟	lù
㯠	qiàn
㯡	pào
㯡	páo
㯢	zhèn
㯤	lì
㯥	cáo
㯥	zāo
㯦	qí
㯩	tì
㯪	líng
㯫	qú
㯬	liǎn
㯭	lǔ
㯮	shú
㯯	dǎn
㯯	gòng
㯯	jù
㯰	zhé
㯱	pāo
㯲	jìn
㯳	qíng
㯶	zōng
㯷	pú
㯸	jǐn
㯹	biǎo
㯺	jiàn
㯻	gǔn
㯽	bīn
㯾	zāo
㯿	liè
㯿	là
㰀	lí
㰁	luǒ
㰂	shěn
㰃	miàn
㰃	mián
㰄	jiàn
㰅	dí
㰅	zhé
㰆	bèi
㰈	liǎn
㰊	xián
㰋	pín
㰌	què
㰍	lóng
㰎	zuì
㰐	jué
㰑	shān
㰒	xué
㰔	xiè
㰖	lǎn
㰗	qí
㰘	yí
㰙	nuó
㰚	lí
㰛	yuè
㰝	yǐ
㰞	chī
㰟	jì
㰟	qì
㰠	hāng
㰡	xiè
㰢	kēng
㰣	zī
㰤	hē
㰤	qiè
㰥	huì
㰥	xì
㰦	qù
㰧	hāi
㰨	xiā
㰩	hāi
㰪	guī
㰫	chān
㰬	xún
㰭	xū
㰮	shèn
㰯	hòu
㰯	kòu
㰯	tòu
㰯	tǒu
㰰	hē
㰰	qiè
㰰	xiā
㰱	shà
㰲	xù
㰲	yū
㰳	yà
㰳	yā
㰴	pǒu
㰵	zú
㰶	yǒu
㰶	ǒu
㰷	zì
㰸	liǎn
㰹	hǎn
㰹	xiàn
㰹	xiān
㰺	xià
㰺	xiá
㰻	hòu
㰻	xī
㰻	yǐ
㰼	qiè
㰼	shà
㰽	yàn
㰾	jiào
㰿	xī
㱀	chǐ
㱁	kuǎn
㱁	shì
㱂	kāng
㱃	yǐn
㱄	hēi
㱄	mò
㱅	yì
㱆	xī
㱇	sè
㱇	xì
㱈	jìn
㱉	yè
㱊	yōu
㱋	què
㱌	chè
㱌	yé
㱍	luán
㱎	kūn
㱏	zhèng
㱔	xiē
㱖	cuì
㱗	xiū
㱘	àn
㱙	guǎ
㱙	xiǔ
㱚	cán
㱛	bù
㱛	chuǎn
㱜	zhá
㱞	lā
㱞	yì
㱟	pī
㱟	pǐ
㱠	gū
㱠	kū
㱡	shēng
㱢	láng
㱣	tuǐ
㱤	xī
㱥	lèng
㱥	líng
㱦	qī
㱧	wò
㱧	yuǎn
㱨	liàn
㱩	dú
㱪	mèn
㱫	làn
㱬	wěi
㱭	duàn
㱮	kuài
㱯	ái
㱰	zǎi
㱱	huì
㱲	yì
㱳	mò
㱴	zì
㱵	fèn
㱶	bēng
㱶	péng
㱸	bì
㱹	lì
㱺	lú
㱻	luò
㱼	hāi
㱽	qín
㱽	zhěn
㱾	gāi
㱾	kāi
㱿	hù
㱿	qiǎng
㱿	què
㲀	chēn
㲀	zhēn
㲁	kōng
㲁	zhōng
㲂	chéng
㲃	jiù
㲄	jué
㲄	kū
㲅	jì
㲆	líng
㲈	sháo
㲈	táo
㲉	què
㲊	ruì
㲋	chuò
㲌	nèng
㲍	zhī
㲎	lóu
㲏	pāo
㲒	bào
㲒	qú
㲓	róng
㲓	shù
㲔	xiān
㲕	lèi
㲖	xiāo
㲗	fū
㲘	qú
㲚	shā
㲛	zhǐ
㲜	tán
㲝	rǒng
㲞	sū
㲞	zú
㲟	yǐng
㲠	máo
㲡	nài
㲢	biàn
㲤	shuāi
㲥	táng
㲦	hàn
㲧	sào
㲨	róng
㲪	dēng
㲫	pú
㲬	jiāo
㲭	tǎn
㲯	rán
㲰	níng
㲱	liè
㲲	dié
㲳	dié
㲳	zhì
㲴	zhòng
㲶	lǜ
㲷	dàn
㲸	xī
㲹	guǐ
㲺	jí
㲻	nì
㲼	chà
㲼	yì
㲽	niàn
㲽	rěn
㲾	yǔ
㲿	wǎng
㳀	guò
㳁	zè
㳂	yán
㳃	cuì
㳄	xián
㳅	jiǎo
㳆	tǒu
㳇	fù
㳈	pèi
㳊	yōu
㳊	zhōng
㳋	qiū
㳌	yā
㳍	bù
㳎	biàn
㳏	shì
㳐	zhá
㳑	yì
㳒	biàn
㳔	duì
㳕	lán
㳖	yī
㳗	chà
㳗	chài
㳘	chōng
㳙	xuàn
㳚	xù
㳛	yóu
㳛	yú
㳜	xiū
㳠	tà
㳡	guō
㳥	lòng
㳦	xiè
㳧	chè
㳧	rè
㳨	jiǎn
㳩	tān
㳪	pì
㳫	zǎn
㳬	xuán
㳭	xián
㳮	niào
㳴	mì
㳵	jì
㳶	nǒu
㳶	rǔ
㳷	hū
㳷	mǐn
㳷	tuì
㳷	wěn
㳸	huā
㳹	wāng
㳹	wǎng
㳺	yóu
㳻	zé
㳼	bì
㳼	yù
㳽	mǐ
㳾	qiāng
㳿	xiè
㴀	fàn
㴀	fān
㴁	yì
㴂	tān
㴃	lèi
㴄	yǒng
㴆	jìn
㴇	máng
㴇	shè
㴈	yìn
㴉	jǐ
㴋	sù
㴎	nài
㴏	wǎng
㴐	miàn
㴐	miǎn
㴑	sù
㴒	yì
㴓	shāi
㴔	jí
㴔	sè
㴔	xī
㴔	yì
㴕	jí
㴖	luò
㴗	yōu
㴘	mào
㴙	zhá
㴙	zhǎ
㴚	suì
㴛	zhì
㴜	biàn
㴝	lí
㴥	qiào
㴦	guàn
㴧	xī
㴨	zhèn
㴩	yōng
㴪	niè
㴫	jùn
㴫	yá
㴬	xiè
㴭	yǎo
㴮	xiè
㴯	zhī
㴰	néng
㴲	sī
㴳	lǒng
㴴	chén
㴵	mì
㴶	hú
㴶	què
㴷	dān
㴸	shǎn
㴼	sù
㴽	xiè
㴾	bó
㴿	dǐng
㵀	zú
㵂	shù
㵃	shé
㵄	hàn
㵄	yù
㵅	tàn
㵅	tān
㵆	gǎo
㵊	nà
㵋	mì
㵌	xún
㵍	mèn
㵎	jiàn
㵏	cuǐ
㵐	jué
㵑	hè
㵒	bì
㵒	fèi
㵒	pài
㵓	shí
㵔	chě
㵕	shèn
㵖	nǜ
㵗	píng
㵘	màn
㵝	yì
㵞	chóu
㵠	kū
㵡	báo
㵢	léi
㵣	kě
㵤	shà
㵥	mì
㵦	suí
㵧	gé
㵧	yì
㵨	bó
㵨	pì
㵩	yì
㵪	xián
㵪	yàn
㵪	yán
㵫	nì
㵬	yíng
㵭	zhǔ
㵮	chún
㵯	féng
㵰	xù
㵱	piǎo
㵲	wǔ
㵳	liáo
㵴	cáng
㵵	jù
㵵	zòu
㵶	zuō
㵷	biàn
㵸	yào
㵹	huán
㵹	mò
㵺	pài
㵻	xiū
㵽	lěi
㵾	jìng
㵾	qìng
㵿	xiào
㶀	jiāo
㶁	guó
㶁	huò
㶄	yán
㶅	xué
㶆	chú
㶆	zhū
㶇	héng
㶈	yíng
㶉	xī
㶌	lián
㶍	xiǎn
㶎	huán
㶏	yīn
㶑	liàn
㶒	shěn
㶒	shǎn
㶒	tàn
㶓	cáng
㶔	bèi
㶕	jiǎn
㶖	shù
㶗	fàn
㶗	fán
㶘	diàn
㶚	bà
㶛	yú
㶞	nǎng
㶟	lěi
㶠	yì
㶡	dài
㶡	huǒ
㶣	chán
㶣	yín
㶤	chǎo
㶥	gān
㶦	jìn
㶧	nèn
㶫	liǎo
㶬	mò
㶭	yǒu
㶯	liù
㶰	hán
㶲	yòng
㶳	jìn
㶴	chǐ
㶵	rèn
㶶	nóng
㶹	hòng
㶺	tiàn
㶼	xī
㶼	āi
㶽	guā
㶾	biāo
㶿	bó
㷀	qióng
㷂	shù
㷃	chuǐ
㷄	huǐ
㷅	chǎo
㷆	fù
㷇	guài
㷇	huī
㷈	è
㷉	wèi
㷊	fén
㷋	tán
㷍	lún
㷎	hè
㷏	yǒng
㷐	huǐ
㷒	yú
㷓	zǒng
㷔	yàn
㷕	qiú
㷖	zhào
㷗	jiǒng
㷘	tái
㷟	tuì
㷠	lín
㷡	jiǒng
㷢	zhǎ
㷣	xīng
㷤	hù
㷤	xuè
㷦	xù
㷪	cuì
㷫	qǐng
㷬	mò
㷮	zāo
㷯	bèng
㷰	chī
㷰	lí
㷳	yàn
㷴	gé
㷵	mò
㷶	bèi
㷷	juǎn
㷸	dié
㷹	shào
㷹	zhào
㷻	wú
㷼	yàn
㷾	jué
㷿	xiān
㸀	tái
㸁	hǎn
㸃	diǎn
㸄	jì
㸅	jié
㸅	jí
㸆	kào
㸇	zuǎn
㸉	xiè
㸊	là
㸊	lài
㸋	fán
㸌	huò
㸍	xì
㸎	niè
㸏	mí
㸐	rán
㸑	cuàn
㸒	jīng
㸒	yín
㸓	mì
㸕	jué
㸖	qū
㸗	tóng
㸘	wàn
㸙	zhē
㸚	lì
㸚	lǐ
㸛	sháo
㸜	kòng
㸝	kǎn
㸝	xiān
㸞	zhé
㸟	zhī
㸠	tiǎo
㸡	shū
㸢	bèi
㸣	yè
㸤	piàn
㸥	chàn
㸦	hù
㸦	jià
㸧	kèn
㸨	jiū
㸩	ān
㸪	chún
㸫	qián
㸬	bèi
㸭	bā
㸮	fén
㸯	kē
㸰	tuó
㸱	tuó
㸲	zuó
㸳	líng
㸵	guǐ
㸶	yān
㸷	shì
㸸	hǒu
㸸	kǒu
㸸	ǒu
㸹	liè
㸹	luō
㸺	shā
㸻	sì
㸽	bèi
㸾	rèn
㸿	dú
㹀	bó
㹁	liáng
㹂	qiǎn
㹃	fèi
㹄	jì
㹅	zǒng
㹆	huī
㹇	hé
㹇	jiān
㹈	lí
㹉	wán
㹉	yuán
㹊	yuè
㹋	xiū
㹌	chǎn
㹌	shèng
㹍	dí
㹎	léi
㹏	jǐn
㹐	chóng
㹑	sì
㹒	pǔ
㹓	yǎo
㹔	jiāng
㹕	huān
㹖	huàn
㹗	tāo
㹘	rù
㹙	wěng
㹚	yíng
㹛	ráo
㹜	yín
㹝	shì
㹞	yá
㹞	yín
㹞	yǐn
㹟	jué
㹟	kuài
㹠	tún
㹡	xuán
㹢	gā
㹢	jiā
㹣	zhōng
㹤	qiè
㹥	zhù
㹦	diāo
㹨	yòu
㹫	yí
㹬	shǐ
㹭	yì
㹮	mò
㹱	què
㹲	xiào
㹲	xiāo
㹳	wú
㹴	gēng
㹵	yǐng
㹶	tíng
㹷	shǐ
㹸	ní
㹹	gēng
㹺	tà
㹻	wēi
㹻	wō
㹼	jú
㹽	chǎn
㹾	jiào
㹾	piǎo
㹿	zhuó
㹿	zhào
㺀	hū
㺀	náo
㺁	nǎo
㺂	gǎn
㺂	yán
㺃	gǒu
㺄	yú
㺄	yǔ
㺅	hóu
㺇	sī
㺈	chī
㺉	hù
㺊	yàng
㺋	wēng
㺌	xiàn
㺍	pín
㺎	róng
㺏	lóu
㺐	lǎo
㺐	sāo
㺑	shàn
㺑	shān
㺑	shǎn
㺑	sāo
㺒	nǎo
㺒	qiāo
㺒	xiào
㺒	xiāo
㺓	zé
㺔	huī
㺔	hài
㺕	biàn
㺕	fán
㺖	hǎn
㺗	chān
㺘	zhàn
㺚	tǎ
㺛	zhù
㺜	nóng
㺝	hàn
㺞	yú
㺟	zhuó
㺠	yòu
㺡	lì
㺢	huò
㺢	huō
㺣	xī
㺤	xiān
㺥	chán
㺦	lián
㺨	sī
㺩	jiù
㺩	qiú
㺪	pú
㺫	qiú
㺬	gǒng
㺭	zǐ
㺮	yú
㺱	réng
㺲	niǔ
㺳	méi
㺴	bā
㺵	jiú
㺷	xù
㺸	píng
㺹	biàn
㺺	mào
㺿	yí
㻀	yú
㻂	píng
㻃	qū
㻄	bǎo
㻅	huì
㻉	bù
㻊	máng
㻋	là
㻌	tú
㻍	wú
㻎	lì
㻏	líng
㻑	jì
㻒	jùn
㻓	zōu
㻔	duǒ
㻕	jué
㻖	dài
㻗	bèi
㻝	là
㻞	bān
㻞	bīn
㻟	suí
㻠	tú
㻡	dié
㻡	xuē
㻧	duò
㻪	suì
㻫	bì
㻬	tū
㻭	sè
㻮	càn
㻯	tú
㻰	miǎn
㻱	jīn
㻲	lǚ
㻵	zhàn
㻶	bǐ
㻷	jí
㻸	zēn
㻹	xuān
㻺	lì
㻽	suì
㻽	xuán
㻾	yōng
㻿	shǔ
㼂	é
㼆	yíng
㼇	qióng
㼈	luó
㼉	zhèn
㼊	tún
㼋	gū
㼋	rǔ
㼌	yǔ
㼍	lěi
㼎	bó
㼏	něi
㼐	pián
㼑	liàn
㼒	tǎng
㼓	lián
㼔	wēn
㼕	dāng
㼖	lì
㼗	tíng
㼘	wǎ
㼙	zhòu
㼚	gāng
㼛	xíng
㼜	àng
㼝	fàn
㼞	bèng
㼞	pèng
㼟	bó
㼠	tuó
㼡	shū
㼢	yí
㼣	bó
㼤	qiè
㼥	kǎo
㼥	tǒu
㼦	gǒng
㼧	tóng
㼨	hán
㼩	chéng
㼩	shèng
㼪	jié
㼫	huà
㼫	huàn
㼬	xìng
㼭	diàn
㼮	chāi
㼮	qì
㼯	dòng
㼰	pí
㼱	jùn
㼱	ruǎn
㼲	liè
㼳	shěng
㼴	ǒu
㼵	dì
㼶	yú
㼷	chuán
㼷	zhuān
㼸	róng
㼹	huāng
㼹	kāng
㼺	táng
㼻	cóng
㼼	piáo
㼽	chuǎng
㼽	shuǎng
㼾	lù
㼿	tóng
㼿	zhòng
㽀	zhèng
㽁	lì
㽂	sà
㽃	pān
㽄	sī
㽆	dāng
㽇	hú
㽈	yì
㽉	xiàn
㽊	xiè
㽋	luó
㽌	liù
㽎	tán
㽎	xīn
㽏	gàn
㽑	tán
㽕	yóu
㽖	nán
㽘	gǎng
㽙	jùn
㽚	chì
㽛	gōu
㽛	qú
㽜	wǎn
㽝	lì
㽞	liú
㽟	liè
㽠	xiá
㽡	bēi
㽢	ǎn
㽣	yù
㽤	jú
㽥	róu
㽦	xún
㽧	zī
㽨	cuó
㽩	càn
㽪	zěng
㽫	yōng
㽬	fù
㽬	pì
㽭	ruǎn
㽯	xí
㽰	shù
㽱	jiū
㽱	jiǎo
㽱	niú
㽲	jiǎo
㽲	xiǔ
㽳	xū
㽴	zhàng
㽷	shuì
㽸	chén
㽹	fàn
㽹	fǎn
㽺	jí
㽻	zhī
㽽	gù
㽾	wù
㾀	qiè
㾀	qǔ
㾁	shù
㾂	hāi
㾃	tuó
㾄	chóu
㾄	dú
㾅	zǐ
㾆	rán
㾇	mù
㾈	fù
㾉	líng
㾊	cì
㾊	jí
㾊	sè
㾋	xiù
㾋	xiū
㾌	xuǎn
㾍	nái
㾎	xiā
㾎	yā
㾏	jiè
㾏	yá
㾐	lì
㾑	da
㾑	dá
㾑	hè
㾒	rù
㾒	rú
㾓	yuān
㾔	lǚ
㾕	shěn
㾖	lǐ
㾗	liàng
㾘	gěng
㾙	xì
㾙	xìn
㾚	xiē
㾛	qǐn
㾜	qiè
㾝	chè
㾞	yóu
㾟	bù
㾠	kuáng
㾡	què
㾢	ài
㾣	qīn
㾤	qiāng
㾥	chù
㾦	pèi
㾦	pēi
㾧	kuò
㾧	luǒ
㾨	qǐ
㾨	yī
㾨	ǎi
㾩	guāi
㾪	shěng
㾫	piān
㾭	zhòu
㾮	huáng
㾯	huī
㾯	tuí
㾰	hú
㾱	bèi
㾴	zhā
㾵	jì
㾶	gǔ
㾷	xī
㾸	gǎo
㾹	chái
㾹	chí
㾹	zhài
㾺	mà
㾻	chú
㾻	zhù
㾼	tuǐ
㾽	tuí
㾽	zhuì
㾾	lián
㾾	xiān
㾿	láng
㿃	dài
㿃	zhì
㿄	ài
㿅	xiǎn
㿆	guō
㿇	xì
㿇	xí
㿉	tuǐ
㿊	cǎn
㿋	sào
㿌	xiān
㿍	jiè
㿎	fèn
㿎	fén
㿏	qún
㿑	yào
㿒	chóu
㿒	dǎo
㿒	zhòu
㿓	jiá
㿔	lěi
㿕	yán
㿖	lù
㿖	lú
㿗	tuí
㿘	yíng
㿙	pì
㿚	luò
㿛	lì
㿜	biě
㿞	mào
㿟	bái
㿠	huàng
㿢	yào
㿣	hē
㿤	chǔn
㿥	hé
㿦	nìng
㿧	chóu
㿨	lì
㿩	tǎng
㿪	huán
㿫	bì
㿬	bā
㿭	chè
㿭	lè
㿮	yàng
㿯	dá
㿰	bì
㿰	áo
㿱	xué
㿳	zī
㿴	dā
㿵	rǎn
㿶	bāng
㿷	cuó
㿷	cāo
㿸	mán
㿸	wǎn
㿹	tà
㿺	báo
㿻	gān
㿼	yán
㿽	xī
㿾	zhù
㿿	yǎ
䀀	fàn
䀁	yòu
䀂	ān
䀃	tuí
䀄	méng
䀅	shè
䀆	jìn
䀇	gǔ
䀈	jì
䀉	qiáo
䀊	jiǎo
䀋	yán
䀌	xì
䀍	kàn
䀎	miǎn
䀏	xuàn
䀏	xún
䀐	shān
䀑	wò
䀒	qiān
䀓	huàn
䀔	rèn
䀕	zhèn
䀖	tiān
䀗	jué
䀗	xuè
䀘	jī
䀘	xié
䀙	qì
䀚	áng
䀛	mà
䀛	mèi
䀛	wù
䀜	gǔ
䀞	tāo
䀟	fán
䀠	jù
䀡	chàn
䀡	diān
䀡	tàn
䀢	shùn
䀣	bì
䀣	mà
䀤	mào
䀥	shuò
䀦	gǔ
䀧	hǒng
䀨	guā
䀨	huà
䀩	luò
䀪	háng
䀫	jiá
䀫	tǔn
䀬	quán
䀭	gāi
䀮	huāng
䀯	bǔ
䀰	gǔ
䀱	fēng
䀲	mù
䀳	ài
䀴	kēng
䀴	yà
䀴	yǐng
䀵	shùn
䀶	liàng
䀶	lǎng
䀷	jié
䀸	chì
䀹	jiá
䀹	jié
䀹	shè
䀹	yà
䀹	zhǎ
䀺	chōu
䀺	tāo
䀻	pìng
䀼	chēn
䀼	rèn
䀽	yán
䀾	dǔ
䀿	dì
䁁	liàng
䁂	xiàn
䁃	biāo
䁄	xìng
䁅	mèng
䁅	měng
䁆	yè
䁇	mì
䁈	qì
䁉	qì
䁊	wò
䁋	xiè
䁋	zhé
䁌	yù
䁍	kān
䁍	qià
䁎	chéng
䁎	chēng
䁎	tíng
䁏	yǎo
䁐	yìng
䁐	yīng
䁑	yáng
䁒	jí
䁒	zí
䁓	jiè
䁓	zōng
䁓	zǒng
䁔	hàn
䁔	xuān
䁕	mín
䁖	lōu
䁗	kǎi
䁘	yǎo
䁙	yǎn
䁚	qióng
䁚	sǔn
䁛	guì
䁜	huàng
䁜	huǎng
䁝	yíng
䁝	yǐng
䁞	shěng
䁟	chá
䁠	lián
䁢	xuán
䁣	chuán
䁤	chè
䁤	huǐ
䁤	zhé
䁥	nì
䁦	qù
䁧	miáo
䁨	huò
䁩	yú
䁪	zhǎn
䁫	hú
䁫	méng
䁬	céng
䁭	biāo
䁮	qián
䁯	xié
䁯	xī
䁰	jiǎng
䁱	kōu
䁲	mái
䁳	mǎng
䁴	shǎn
䁴	zhǎn
䁵	biǎn
䁵	huán
䁶	jiǎo
䁶	jī
䁷	jué
䁷	wù
䁸	náng
䁸	nǒng
䁹	bì
䁺	shì
䁺	yì
䁻	lì
䁻	shuò
䁼	mò
䁽	liè
䁾	miè
䁿	mò
䂀	xī
䂁	chán
䂂	qú
䂃	jiào
䂄	huò
䂅	xiān
䂆	xù
䂇	niǔ
䂈	tóng
䂉	hóu
䂊	yù
䂌	chōng
䂍	bó
䂎	cuān
䂎	zuǎn
䂏	diāo
䂐	zhuō
䂑	jī
䂒	qià
䂔	xìng
䂕	huì
䂖	shí
䂗	kū
䂙	duī
䂚	yáo
䂛	yú
䂜	bàng
䂝	jié
䂞	zhè
䂟	jiā
䂠	shǐ
䂡	dǐ
䂢	dǒng
䂣	cí
䂤	fù
䂥	mín
䂦	zhēn
䂦	zhěn
䂧	zhěn
䂩	qìng
䂩	yàn
䂪	diào
䂪	qiǎo
䂫	hóng
䂫	hāng
䂬	gǒng
䂭	qiāo
䂮	lüè
䂯	guài
䂰	là
䂱	ruì
䂲	fǎ
䂳	chǎ
䂳	cuǒ
䂴	yán
䂵	gōng
䂶	jié
䂷	guāi
䂸	guó
䂹	suǒ
䂺	kē
䂺	wǒ
䂻	zhèng
䂼	niè
䂽	diào
䂾	lǎi
䂿	tà
䃀	cuì
䃁	yā
䃂	gǔn
䃅	dī
䃇	mián
䃈	jiē
䃉	mín
䃊	jǔ
䃋	yú
䃌	yīn
䃌	zhēn
䃍	zhào
䃎	zhà
䃎	zhǎ
䃏	xīng
䃑	bān
䃑	pán
䃒	hé
䃓	gòu
䃓	gōu
䃔	hóng
䃔	qióng
䃕	luò
䃕	láo
䃖	wù
䃗	bō
䃗	zhuó
䃘	kēng
䃙	lù
䃚	cù
䃚	zú
䃛	lián
䃜	yī
䃝	qiào
䃞	shú
䃠	xuàn
䃡	jīn
䃡	qín
䃢	qīn
䃣	huǐ
䃤	sù
䃥	chuáng
䃦	dūn
䃧	lóng
䃩	náo
䃪	tán
䃫	dǎn
䃬	kuǐ
䃬	lěi
䃬	wěi
䃭	gǎn
䃮	dá
䃯	lì
䃰	cā
䃱	xiàn
䃲	pán
䃳	liè
䃳	là
䃴	zhū
䃵	niǎo
䃶	guài
䃶	guī
䃶	huái
䃷	yíng
䃸	jīn
䃸	xiàn
䃹	làn
䃺	mó
䃻	bà
䃽	fú
䃽	guǐ
䃽	zhī
䃾	bǐ
䃿	fū
䄀	huò
䄁	yì
䄂	liù
䄃	yāng
䄄	yīn
䄅	juàn
䄆	huàn
䄆	huó
䄇	chéng
䄈	dòu
䄈	xiáng
䄉	é
䄋	yàn
䄋	yǎn
䄌	chuò
䄌	zhuì
䄍	zhà
䄎	qǐ
䄏	yú
䄐	quàn
䄑	huó
䄒	niè
䄓	huáng
䄔	jǔ
䄕	shè
䄘	péng
䄙	míng
䄚	cáo
䄛	lóu
䄜	chī
䄜	lí
䄝	chuāng
䄟	cuī
䄠	shàn
䄡	dān
䄢	qí
䄤	lài
䄤	lǎn
䄥	líng
䄦	liǎo
䄧	réng
䄨	yú
䄩	yì
䄪	diǎo
䄫	qǐ
䄬	yí
䄭	nián
䄮	fū
䄯	jiǎn
䄰	yá
䄱	fāng
䄲	ruì
䄳	xiān
䄶	bì
䄶	bó
䄷	shí
䄸	pò
䄹	nián
䄺	tí
䄺	zhì
䄻	cháo
䄻	tiāo
䄻	táo
䄼	tiǎn
䄽	tiǎn
䄾	rù
䄾	rǒng
䄿	yì
䅀	liè
䅁	àn
䅂	hé
䅃	jiòng
䅃	qióng
䅄	lì
䅅	guī
䅅	wā
䅆	zì
䅇	sù
䅈	yuàn
䅉	yà
䅊	chá
䅋	wǎn
䅌	juān
䅍	tǐng
䅎	yǒu
䅏	huì
䅐	jiǎn
䅑	ruí
䅒	máng
䅓	jǔ
䅔	zī
䅕	jū
䅖	yè
䅖	yān
䅖	yǎn
䅖	ān
䅖	ǎn
䅗	suì
䅘	lái
䅙	hùn
䅚	quǎn
䅛	chāng
䅜	chuí
䅜	duò
䅜	tuǒ
䅝	kōng
䅞	nè
䅟	cǎn
䅠	tí
䅡	xǔ
䅢	jiù
䅣	huáng
䅤	qì
䅥	gé
䅥	jié
䅦	máo
䅧	yìn
䅧	yān
䅩	qí
䅩	zhǐ
䅪	tuí
䅬	ài
䅭	páng
䅮	càng
䅯	táng
䅰	ěn
䅱	hùn
䅲	qí
䅳	chú
䅳	zōu
䅴	suǒ
䅵	zhuó
䅶	nòu
䅷	chú
䅷	tú
䅸	shēn
䅸	zú
䅹	lǒu
䅺	biāo
䅺	miǎo
䅻	lí
䅼	màn
䅼	mán
䅽	gǔ
䅽	xīn
䅾	cén
䅾	qián
䅿	huá
䅿	huáng
䆀	měi
䆁	gāo
䆂	lián
䆃	dào
䆄	zhǎn
䆅	zī
䆈	zhì
䆉	bà
䆊	cuì
䆊	mèi
䆋	qiū
䆍	lóng
䆎	xiān
䆏	fèi
䆏	fèn
䆐	guó
䆑	chéng
䆒	jiù
䆓	ruǎn
䆓	è
䆔	chōng
䆕	yuè
䆖	hóng
䆗	yǎo
䆘	yā
䆘	zā
䆙	yáo
䆚	dòng
䆚	tóng
䆛	zhà
䆜	yòu
䆝	xuè
䆝	zhú
䆞	yǎo
䆟	kè
䆟	āo
䆠	huàn
䆡	láng
䆢	yuè
䆣	chén
䆦	shèn
䆨	níng
䆩	míng
䆪	hōng
䆫	chuāng
䆬	yǔn
䆭	xuān
䆮	jìn
䆯	zhuó
䆰	yū
䆱	tān
䆲	kāng
䆳	qióng
